OriginalTweet,Sentiment
"The first thing you should always do with any task is try to work out the size of the problem. Then work out the best way of tackling it.

This government did neither , then recklessly made the problem worse. Their prioritising of asset prices over lives is scary.

#coronavirus",Extremely Negative
Well done @sainsburys great move at last a supermarket with some sense.  #COVID2019 #ProtectTheVulnerable #StopPanicBuying #threeitemsonly #helpingothers,Extremely Positive
Well done @sainsburys at last a supermarket with some sense great move ? #COVID2019 #ProtectTheVulnerable #threeitemsonly #StopPanicBuying #helpingothers #CalmCOVID19,Extremely Positive
Retailers who inflate prices because of Coronavirus to be prosecuted https://t.co/AQr82AvTS2 #coronavirus,Negative
"Here are some great free resources on Coronavirus &amp; COVID-19 Updates  that Consumer Reports as put together for anyone.
#stayhealthy #staysafe #coronavirusfacts #wellnesswednesday #factsnotfear 
 https://t.co/AmwNbOihwV",Extremely Positive
Coronavirus: Online shopping website Ocado suspends service #coronavirus #COVID19 #COVID?19 #???????????? #??????? #Covid_19 #corona #CoronavirusOutbreak #prepper #survival #bushcraft #RT #follow https://t.co/jQb5629PhF,Neutral
Coronavirus in California: Tips for Going to the Grocery Store #coronavirus #COVID19 #COVID?19 #???????????? #??????? #Covid_19 #corona #CoronavirusOutbreak #prepper #survival #bushcraft #RT #follow https://t.co/rjjG264n8s,Neutral
"""With the global spread of COVID-19, scammers are preying on your fears. Canadians are being warned to be careful of the scams that are circulating. Read more here: https://t.co/kEynPu36XZ",Extremely Negative
COVID-19: Client Items Council requires finish to panic shopping for  NEWPAPER24 https://t.co/yzcxzIv1pO,Negative
"@AlticeUSA greets #COVID19 #pandemic by raising @Optimum subscribers prices by over $20.00! While other cos are sensitive to hardships of #Coronavirus on families, children &amp; workers both social &amp; economic Altice exploits the need 4 #phone, #inter",Negative
"Sir Mark Walport says the government has been guided by the science from day one.

#Peston #COVID19 #coronavirus 
https://t.co/pqHsjF9ZGR",Neutral
Supermarkets in countries around the world are rationing food and household staples in an attempt to prevent shortages as the #coronavirus pandemic sparks waves of panic buying https://t.co/LzLw89dewt (via@CNN),Negative
#Breaking: #Sainsburys is to restrict purchases on all grocery products and shut its cafes and fresh food counters as supermarkets step up their efforts to combat #coronavirus panic buying https://t.co/brX26Wj5Ba https://t.co/vm6xLvuviu,Extremely Negative
Supermarket shelves cleaned out as New Zealand hits 20 COVID-19 cases https://t.co/XN2JdddXfS https://t.co/hkWy7bT0Pa,Neutral
"As Demand Leads To Surge In Prices, #Ecommerce Focusses On #Coronavirus Essentials https://t.co/Z2xenT1HOm #news",Negative
"High 5 @sainsburys! 

Finally a #supermarket thats listening! 

No more than three of any one item!

#COVID2019 #coronavirus #panicbuying #commonsense #",Negative
"The leading businesses and emerging entrepreneurs handling food points and online shopping ventures need to stop making money on Corona
 
This is something serious 
#COVID2019 #Corona #coronavirusinpakistan #LAHORE #Pakistan #PakistanFightsCorona #restaurant",Negative
"Were you feral cunts not washing your hands ever before covid-19?

Theres no reason a goddamn supermarket should be sold out of soap.",Extremely Negative
".@GovSisolak Just curious:
Since it is available at the essential grocery stores, are liquor stores (Total Wine, Liquor World, etc.) considered essential or non-essential businesses?
Need to know for work purposes.
Thanks!
#COVID19
#CoronaVirus
@News3LV
@FOX5Vegas
@8NewsNow
@KTNV",Extremely Positive
£10 for big rolls!!! Expose these greedy fuckers RT https://t.co/1eXv9c5rzL,Extremely Negative
"Update from @sainsburys CEO Mike Coupe following increased demand for food and essential items in UK stores: ""We will set aside the first hour in every supermarket this Thursday 19th March, for elderly and vulnerable customers."" #coronavirus #sainsburys https://t.co/UOQqrxTiPo",Negative
"Hey @tesco, I hope you can see this as there doesn't appear to be a dedicated #Tesco Customer Services Twitter. I'd like to make an query regarding instore &amp; online shopping for the #disabled &amp; #elderly in the #coronavirus crisis. Can you help?",Extremely Positive
"California Launches New Comprehensive, Consumer-Friendly Website and Public Service Announcements to Boost COVID-19 Awareness | California Governor https://t.co/0V7KR54sJs",Extremely Positive
"The US should suspend mortgage, home equity, consumer, car and student loan payments during this crisis. #StimulusPackage2020 #Corvid19 #Coronavirus #TeamUSA #Senate #WhiteHouse",Extremely Negative
Again for those at the back: sympathy for people panic buying and hoarding essential medicines and food items is not a progressive position #auspol #COVID2019AU #COVID2019 #coronavirus,Negative
This is incredible recklessness on both the industry side and the consumer side. People are not taking COVID-19 seriously and this is how and why it will get worse.,Negative
"@stewartbrand @HankGreelyLSJU Wondering if it's a scam. Same one is here:
https://t.co/UcG1sf6Xvp",Negative
"Me Vs #coronavirus , when I finally have to go out side to stock up on food again: 
 https://t.co/1kW4Y9ZAlY",Neutral
"Everyone talking about crona no one think about oil prices
@ImranKhanPTI saheb ab ap or kaya chahty hen kahan le k ja rahy hen sari dolat
#CoronaInPakistan
#oilprice #PTIGovernment #StaySafeStayHome #COVID2019 # https://t.co/WAGaI7mI0x",Negative
"As social distancing and isolation continue to escalate, so do #ECommerce sales, as consumer behavior is forced to change. Click below for the full story: 
https://t.co/mVt98IEokL
#covid19 #coronavirus",Extremely Negative
Rwanda: More Rwandans Opt for Online Shopping Amidst COVID-19 Pandemic https://t.co/7DbRKFjaFQ,Neutral
I'm glad to see an email from @sainsburys that they will be reserving the first hour in every supermarket this Thur for elderly customers. And prioritising delivery slots for over 70s and disabled customers. Well done! #COVID2019 #coronavirus,Extremely Positive
"BCG | How are consumers reacting to the rapidly evolving #coronavirus crisis? #BCG recently conducted a survey to examine their perceptions, attitudes, and changes in behavior and spending. https://t.co/6V5zaxXOUy via @BCG",Extremely Negative
"California Launches New Comprehensive, Consumer-Friendly Website and Public Service Annou... https://t.co/8oJyhbacWw https://t.co/U6LG4SeAnk",Extremely Positive
One thing I have learned in this pandemic is that it good to live near a grocery store. Thank you Loblaws  #COVID19 #coronavirus,Extremely Positive
"The coronavirus is now responsible for the worst economic disruption since the 2008 financial crisis, and clean energy investment is likely to suffer as a result

https://t.co/NpvloaG01X",Extremely Negative
"I'm watching today's update from the covid-19 taskforce. A reporter asks if China is going to be able to buy as much agricultural product as agreed upon. Donald replied ""they need our product."" And I had an epiphany: as people die there will be less demand for food &amp; other stuff.",Negative
"PACP closes two pharmacies for hiking face mask prices

#OmanObserver #Oman #COVID2019 

#??????? #????_?????_?????

 https://t.co/f1nWdadPwY",Neutral
Have been dodging grocery store lines for long enough and decided to go to @HEB in #austin... it looks like a war zone. I feel for their team.  Be nice to someone today. #coronavirus https://t.co/I5EG06cTez,Neutral
"New Yorkers are urged to call 1-800-697-1220 or complete the consumer complaint form to report unfair price increases of products such as household cleaning supplies and hand sanitizer amid the COVID-19 outbreak. File a complaint here, https://t.co/FyrFdEcFzh",Negative
"Scammers are taking advantage of #Coronavirus fears. The FTC + FDA have jointly issued warning letters to sellers of unapproved and misbranded products, claiming they can treat or prevent the virus.

Here are some tips from the FTC to keep scammers at bay: https://t.co/tQfCxKmSfD https://t.co/RdWjALWbeB",Negative
"? Can $LLOY, $RBS, $BARC and $HSBA recover from the #coronavirus?

#COVID19 #banks #Lloyds #Barclays 

https://t.co/edyllgGZo4 https://t.co/wbX0VeCstE",Neutral
"CWA and Consumer Advocacy Groups Urge Broadband CEOs to Lift Data Caps and Waive Fees
---
#COVID19 #Coronavirus #StaySafe #StayHome
---
https://t.co/1cOEPYGxfw",Neutral
"Supermarkets have introduced rationing on grocery products and food retailers have warned the Government that riots and civil disobedience could break out within weeks if production is unable to keep up with surging customer demand.
#COVID2019
#panicshopping",Extremely Negative
"Alex Jones Seeks To Profit From #Coronavirus Fears: https://t.co/Y9xOwS7Hv5
Far-right conspiracy theory outlet Infowars has been aggressively hawking bulk food packages at inflated prices while spreading wild conspiracy theories about the coronavirus outbreak.
@NationalMemo.",Extremely Negative
